scheme_code,scheme_name,date,nav,plan_type
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-15,11.41,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-18,11.58,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-19,11.65,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-20,11.7,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-21,11.78,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-22,11.81,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-25,11.78,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-26,11.67,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-27,11.75,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-28,11.86,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-07-29,12.01,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-01,12.13,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-02,12.14,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-03,12.1,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-04,12.1,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-05,12.09,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-08,12.14,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-10,12.14,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-11,12.21,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-12,12.23,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-16,12.29,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-17,12.35,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-18,12.37,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-19,12.25,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-22,12.08,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-23,12.15,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-24,12.21,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-25,12.19,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-26,12.22,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-29,12.06,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-08-30,12.31,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-01,12.27,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-02,12.27,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-05,12.34,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-06,12.39,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-07,12.42,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-08,12.53,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-09,12.54,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-12,12.62,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-13,12.69,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-14,12.7,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-15,12.64,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-16,12.37,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-19,12.4,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-20,12.58,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-21,12.51,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-22,12.44,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-23,12.2,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-26,11.95,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-27,11.95,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-28,11.88,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-29,11.89,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-09-30,12.08,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-03,12.0,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-04,12.22,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-06,12.31,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-07,12.31,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-10,12.24,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-11,12.07,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-12,12.16,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-13,12.08,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-14,12.13,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-17,12.19,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-18,12.29,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-19,12.31,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-20,12.29,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-21,12.29,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-25,12.41,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-27,12.46,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-28,12.39,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-10-31,12.52,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-01,12.57,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-02,12.56,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-03,12.53,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-04,12.54,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-07,12.61,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-09,12.56,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-10,12.43,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-11,12.54,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-14,12.52,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-15,12.54,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-16,12.5,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-17,12.45,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-18,12.38,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-21,12.33,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-22,12.35,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-23,12.38,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-24,12.5,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-25,12.52,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-28,12.57,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-29,12.59,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-11-30,12.67,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-01,12.75,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-02,12.75,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-05,12.8,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-06,12.73,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-07,12.68,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-08,12.75,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-09,12.7,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-12,12.74,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-13,12.8,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-14,12.89,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-15,12.73,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-16,12.58,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-19,12.64,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-20,12.64,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-21,12.46,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-22,12.37,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-23,12.04,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-26,12.26,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-27,12.36,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-28,12.36,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-29,12.38,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2022-12-30,12.39,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-02,12.46,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-03,12.46,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-04,12.35,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-05,12.33,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-06,12.27,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-09,12.4,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-10,12.35,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-11,12.35,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-12,12.36,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-13,12.39,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-16,12.35,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-17,12.38,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-18,12.41,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-19,12.37,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-20,12.29,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-23,12.34,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-24,12.3,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-25,12.15,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-27,11.98,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-30,12.01,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-01-31,12.11,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-01,12.06,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-02,12.11,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-03,12.15,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-06,12.15,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-07,12.13,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-08,12.21,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-09,12.23,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-10,12.25,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-13,12.14,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-14,12.15,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-15,12.2,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-16,12.24,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-17,12.16,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-20,12.17,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-21,12.16,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-22,12.03,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-23,12.04,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-24,11.98,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-27,11.93,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-02-28,11.95,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-01,12.08,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-02,12.0,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-03,12.11,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-06,12.17,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-08,12.18,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-09,12.13,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-10,12.02,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-13,11.82,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-14,11.74,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-15,11.72,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-16,11.68,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-17,11.76,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-20,11.67,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-21,11.75,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-22,11.78,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-23,11.78,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-24,11.7,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-27,11.63,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-28,11.6,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-29,11.76,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-03-31,11.95,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-03,11.99,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-05,12.02,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-06,12.04,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-10,12.06,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-11,12.08,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-12,12.13,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-13,12.16,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-17,12.13,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-18,12.15,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-19,12.11,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-20,12.14,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-21,12.12,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-24,12.17,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-25,12.2,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-26,12.22,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-27,12.28,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-04-28,12.38,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-02,12.44,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-03,12.44,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-04,12.54,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-05,12.47,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-08,12.58,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-09,12.58,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-10,12.64,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-11,12.68,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-12,12.68,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-15,12.77,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-16,12.74,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-17,12.74,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-18,12.73,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-19,12.76,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-22,12.8,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-23,12.82,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-24,12.81,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-25,12.82,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-26,12.91,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-29,12.95,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-30,12.97,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-05-31,13.03,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-01,13.01,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-02,13.1,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-05,13.16,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-06,13.19,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-07,13.28,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-08,13.23,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-09,13.23,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-12,13.27,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-13,13.39,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-14,13.41,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-15,13.4,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-16,13.51,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-19,13.48,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-20,13.49,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-21,13.48,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-22,13.39,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-23,13.29,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-26,13.35,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-27,13.45,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-28,13.52,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-06-30,13.62,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-03,13.62,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-04,13.63,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-05,13.65,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-06,13.7,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-07,13.63,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-10,13.62,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-11,13.72,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-12,13.74,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-13,13.71,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-14,13.83,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-17,13.92,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-18,13.94,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-19,14.03,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-20,14.07,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-21,13.99,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-24,13.99,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-25,14.03,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-26,14.08,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-27,14.06,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-28,14.07,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-07-31,14.17,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-01,14.17,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-02,14.03,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-03,14.05,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-04,14.15,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-07,14.22,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-08,14.26,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-09,14.31,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-10,14.26,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-11,14.19,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-14,14.12,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-16,14.15,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-17,14.14,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-18,14.06,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-21,14.15,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-22,14.25,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-23,14.32,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-24,14.35,Regular
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,2023-08-25,14.26,Regular
